Nivel_Ingresos,Estado_Siniestro,Cliente_ID,Antigüedad_Maxima,Saldo_Pendiente,Saldo_Pendiente_Seg,Puntaje_Morosidad1,Puntaje_Morosidad2,Puntaje_Morosidad3,Puntaje_Morosidad4,Puntaje_Morosidad5,Puntaje_Morosidad6,Morosidad_total,Siniestros1,Siniestros2,Siniestros3,Siniestros4,Siniestros5,Siniestros6,Siniestros_total
Medio_bajo,No_siniestro,220063,33,1534.75,0,0,0,0,0,0,0,0,3,3,3,3,3,3,18
Medio_bajo,Si_siniestro,275000,49,229.88,0,3,3,2,1,4,3,16,3,3,3,2,4,3,18
Medio_bajo,No_siniestro,459079,58,20121.31,0,0,0,0,0,0,0,0,3,3,3,3,3,3,18
Medio_bajo,Si_siniestro,487478,20,277.65,0,1,0,1,3,2,1,8,4,3,2,5,2,2,18
Medio_bajo,No_siniestro,602704,162,953.92,0,1,0,0,0,1,1,3,2,2,2,3,5,4,18
Medio_bajo,No_siniestro,648082,20,797.06,0,0,0,0,0,0,0,0,6,4,2,2,2,2,18
Medio_bajo,Si_siniestro,790095,25,3218.91,0,3,7,7,7,7,7,38,4,3,3,4,2,2,18
Medio_bajo,No_siniestro,13949,145,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,18
Medio_bajo,No_siniestro,706514,47,0,0,0,0,0,0,0,0,0,0,0,5,5,4,4,18
Bajo,No_siniestro,53727,12,287.84,0,0,0,0,0,0,0,0,7,5,3,2,1,0,18
Bajo,Si_siniestro,78696,22,204.14,0,3,3,3,3,2,2,16,5,4,3,2,2,2,18
Bajo,No_siniestro,179227,33,945.19,0,0,0,0,0,0,0,0,3,3,3,3,3,3,18
Bajo,Si_siniestro,235079,21,1417.38,0,0,0,0,0,2,1,3,3,3,2,2,4,4,18
Bajo,Si_siniestro,247337,7,997.92,0,1,2,1,2,1,1,8,5,4,3,3,1,2,18
Bajo,No_siniestro,503089,86,0.28,0,0,0,0,0,0,0,0,3,3,3,3,3,3,18
Bajo,No_siniestro,540764,18,1812.4,0,0,0,0,0,0,0,0,8,2,2,2,2,2,18
Bajo,No_siniestro,638713,27,0.02,0,0,0,0,0,0,0,0,3,3,3,3,3,3,18
Bajo,No_siniestro,661344,117,991.97,0,0,0,0,0,0,0,0,3,3,3,3,3,3,18
Bajo,Si_siniestro,692670,43,2077.3,0,2,2,2,1,1,0,8,8,8,2,0,0,0,18
Bajo,Si_siniestro,718839,8,1806.5,0,3,2,3,3,3,2,16,4,4,4,3,2,1,18
Bajo,Si_siniestro,762213,9,1029.6,0,0,1,0,0,0,0,1,5,5,5,2,1,0,18
Bajo,No_siniestro,318007,49,112.94,0,0,0,0,0,0,0,0,3,3,3,3,3,3,18
Bajo,No_siniestro,429932,26,85.45,0,0,0,0,0,0,0,0,3,3,3,3,3,3,18
Bajo,No_siniestro,706991,4,1189.19,0,0,0,0,0,0,0,0,6,6,3,1,1,1,18
Medio_bajo,Si_siniestro,52473,9,5905.46,0,0,0,1,0,1,1,3,9,6,2,0,0,0,17
Medio_bajo,No_siniestro,203990,49,1734.81,0,0,7,6,5,4,3,25,3,3,3,3,3,2,17
Medio_bajo,Si_siniestro,246597,6,7375.54,0,3,2,1,1,0,0,7,8,6,2,1,0,0,17
Medio_bajo,Si_siniestro,304986,48,878.45,0,3,2,2,1,1,2,11,4,4,3,2,2,2,17
Medio_bajo,No_siniestro,720753,20,1.37,0,0,0,0,0,0,0,0,3,3,3,3,3,2,17
Medio_bajo,Si_siniestro,768243,65,48.76,0,3,2,1,0,0,0,6,4,4,4,3,1,1,17
Medio_bajo,No_siniestro,646547,64,686.13,0,4,3,3,2,1,1,14,7,4,2,2,1,1,17
Medio_alto,No_siniestro,164618,38,11931.19,83592.63,0,0,0,0,0,0,0,1,1,2,5,4,4,17
Medio_alto,No_siniestro,536078,65,2940.23,0,0,0,0,1,1,1,3,0,1,8,7,1,0,17
Bajo,Si_siniestro,56990,39,0.01,0,0,7,7,7,7,7,35,3,3,2,3,3,3,17
Bajo,Si_siniestro,172632,23,2212.48,0,1,0,0,0,0,0,1,3,2,2,4,4,2,17
Bajo,Si_siniestro,367078,27,1939.94,0,3,2,2,1,0,0,8,6,4,3,2,1,1,17
Bajo,Si_siniestro,626301,16,2689.85,0,3,3,2,2,1,1,12,4,6,2,2,1,2,17
Bajo,Si_siniestro,757989,9,551.01,0,0,2,2,1,0,0,5,3,3,3,2,3,3,17
Bajo,No_siniestro,761153,90,1358.34,0,2,2,1,1,0,0,6,6,5,5,1,0,0,17
Bajo,No_siniestro,513344,7,2322.23,0,5,4,3,2,1,0,15,3,3,3,3,3,2,17
Bajo,No_siniestro,646066,0,861.36,0,0,0,0,0,0,0,0,1,0,4,4,4,4,17
Medio_bajo,Si_siniestro,36786,21,552.72,0,3,7,7,6,5,4,32,7,3,2,2,2,0,16
Medio_bajo,Si_siniestro,181844,18,598.94,0,0,0,2,1,2,0,5,3,5,3,2,2,1,16
Medio_bajo,Si_siniestro,657699,17,504.84,0,2,2,1,1,0,1,7,3,3,2,3,3,2,16
Medio_bajo,No_siniestro,673371,13,858.99,0,0,0,0,0,0,0,0,6,6,4,0,0,0,16
Medio_bajo,No_siniestro,25897,165,3862.35,0,6,5,4,3,2,1,21,5,3,3,4,1,0,16
Medio_bajo,No_siniestro,209467,90,0.01,0,0,0,0,0,0,0,0,3,2,2,1,1,7,16
Medio_bajo,No_siniestro,381341,60,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,16
Medio_bajo,No_siniestro,461160,42,0,0,0,0,0,0,0,0,0,4,3,3,3,2,1,16
Medio,Si_siniestro,371542,28,4282.5,0,3,3,2,1,3,2,14,6,4,1,1,2,2,16
Bajo,Si_siniestro,57876,7,862.04,0,2,1,2,2,1,0,8,5,4,3,2,2,0,16
Bajo,Si_siniestro,112814,10,1022.11,0,3,5,6,5,2,1,22,4,5,3,2,1,1,16
Bajo,Si_siniestro,213138,28,3078.45,0,2,1,2,1,1,0,7,4,4,5,2,0,1,16
Bajo,Si_siniestro,221080,49,3069.41,0,3,2,1,2,1,1,10,8,3,1,1,1,2,16
Bajo,Si_siniestro,444349,9,3120.93,0,3,2,1,1,1,0,8,5,5,2,3,1,0,16
Bajo,No_siniestro,407884,38,2641.07,0,2,2,2,2,1,1,10,4,4,2,2,2,2,16
Bajo,No_siniestro,768004,22,1926.88,0,1,2,2,1,2,1,9,3,4,4,4,1,0,16
Medio_bajo,No_siniestro,106900,39,3099.01,0,0,0,0,0,0,0,0,3,3,3,2,2,2,15
Medio_bajo,Si_siniestro,153520,39,3934.24,0,0,2,1,2,1,1,7,4,5,1,1,2,2,15
Medio_bajo,Si_siniestro,565859,14,1881.72,0,2,4,3,2,1,1,13,6,4,3,1,0,1,15
Medio_bajo,No_siniestro,722042,60,319.29,0,0,0,0,0,0,0,0,0,0,0,5,5,5,15
Bajo,Si_siniestro,33595,21,1641.77,0,2,1,0,0,0,0,3,4,2,3,2,2,2,15
Bajo,Si_siniestro,114871,60,5106.96,0,2,2,1,1,1,1,8,5,4,2,2,1,1,15
Bajo,Si_siniestro,120877,14,1259.31,0,3,2,3,2,2,1,13,6,3,3,2,1,0,15
Bajo,No_siniestro,124660,39,406.06,0,0,0,0,0,0,0,0,3,3,3,2,2,2,15
Bajo,No_siniestro,228755,55,87.07,0,0,0,0,0,0,0,0,2,3,3,3,2,2,15
Bajo,No_siniestro,310772,17,425.09,0,0,0,0,0,0,0,0,4,5,3,2,1,0,15
Bajo,Si_siniestro,433338,99,349.07,0,1,0,1,0,2,1,5,2,4,3,1,3,2,15
Bajo,Si_siniestro,639070,43,650.17,0,3,2,2,1,0,0,8,5,4,2,2,2,0,15
Bajo,No_siniestro,2392,57,282.56,0,1,1,0,0,1,2,5,3,3,3,2,3,1,15
Bajo,No_siniestro,88545,0,2199.73,0,0,0,0,0,0,0,0,0,0,0,0,8,7,15
Bajo,No_siniestro,441644,32,2257.51,0,0,0,1,1,0,0,2,3,4,4,1,2,1,15
Medio_bajo,Si_siniestro,17581,105,1840.91,0,2,2,2,0,1,2,9,2,1,0,4,4,3,14
Medio_bajo,No_siniestro,400514,122,11961.88,0,0,0,0,0,0,0,0,2,3,2,3,2,2,14
Medio_bajo,Si_siniestro,412843,43,513.1,0,0,1,1,1,0,0,3,2,2,3,3,2,2,14
Medio_bajo,No_siniestro,477705,19,850,0,1,0,1,1,0,0,3,2,2,3,3,2,2,14
Medio_bajo,No_siniestro,231413,12,1158.64,0,2,2,3,2,2,2,13,3,4,3,2,1,1,14
Medio_bajo,No_siniestro,717591,0,0.01,195565.15,0,0,0,0,0,0,0,0,0,6,4,2,2,14
Bajo,No_siniestro,43461,21,289.46,0,0,0,0,0,0,0,0,3,3,2,2,2,2,14
Bajo,No_siniestro,50748,12,220.07,0,2,1,2,1,1,2,9,3,2,2,3,3,1,14
Bajo,Si_siniestro,137469,26,218,0,3,3,2,2,2,1,13,4,4,2,1,2,1,14
Bajo,No_siniestro,229019,70,440.84,0,0,0,0,0,0,0,0,1,2,2,3,3,3,14
Bajo,No_siniestro,559691,11,460.29,0,0,0,0,0,0,0,0,5,4,2,2,1,0,14
Bajo,No_siniestro,573136,6,2993.98,0,2,4,3,2,1,0,12,4,5,4,1,0,0,14
Bajo,Si_siniestro,611574,20,912.57,0,2,2,2,2,2,1,11,3,3,3,3,2,0,14
Bajo,No_siniestro,787673,10,945.85,0,0,0,0,0,0,0,0,5,4,4,1,0,0,14
Bajo,No_siniestro,370279,14,347.92,0,0,0,0,0,0,0,0,3,3,2,2,2,2,14
Bajo,No_siniestro,484510,42,3046.29,0,3,3,3,2,1,0,12,4,3,4,1,1,1,14
Moderado,Si_siniestro,738508,41,31097.56,0,1,0,0,0,0,0,1,3,3,3,3,1,0,13
Medio_bajo,Si_siniestro,177145,30,921.79,0,1,1,0,1,0,0,3,3,3,2,1,2,2,13
Medio_bajo,No_siniestro,424328,50,582.58,0,0,0,0,1,0,1,2,2,2,2,3,2,2,13
Medio_bajo,No_siniestro,511834,22,9674.21,0,0,0,0,0,0,0,0,2,2,2,2,2,3,13
Medio_bajo,No_siniestro,765058,68,1046.13,0,0,1,2,1,0,1,5,4,3,3,1,1,1,13
Medio_bajo,No_siniestro,570152,34,473.98,0,0,0,0,2,1,1,4,2,2,2,2,2,3,13
Medio_bajo,No_siniestro,686979,51,5185.7,0,0,0,0,0,0,0,0,2,2,3,2,2,2,13
Medio_bajo,No_siniestro,697509,32,1475.75,0,4,3,2,1,0,0,10,2,2,3,2,2,2,13
Bajo,Si_siniestro,157406,29,1832.69,0,3,2,2,1,2,0,10,6,3,3,1,0,0,13
Bajo,No_siniestro,305382,7,1794.17,0,0,0,0,0,0,0,0,2,3,3,3,1,1,13
Bajo,Si_siniestro,415275,17,114.18,0,3,2,1,1,1,1,9,4,3,1,2,1,2,13
Bajo,Si_siniestro,557703,13,1690.09,0,1,1,1,1,1,1,6,5,3,1,2,1,1,13
Bajo,Si_siniestro,646380,43,1964.94,0,2,1,1,0,0,0,4,6,3,1,1,1,1,13
Bajo,Si_siniestro,763139,39,115.04,0,0,0,0,0,0,0,0,2,2,2,3,2,2,13
Bajo,No_siniestro,30180,43,1026.34,0,4,3,4,1,1,0,13,5,4,2,1,1,0,13
Bajo,No_siniestro,316007,13,830.64,0,1,0,0,0,0,0,1,3,2,2,2,2,2,13
Bajo,No_siniestro,647185,54,2984.57,0,2,1,1,0,0,0,4,8,3,0,0,0,2,13
Medio_bajo,Si_siniestro,264554,7,6115.82,0,1,1,1,1,0,0,4,2,10,0,0,0,0,12
Medio_bajo,Si_siniestro,264991,128,723.42,0,1,1,0,1,1,1,5,3,1,1,4,2,1,12
Medio_bajo,No_siniestro,363853,25,1850.27,0,0,0,0,0,0,0,0,1,1,3,3,3,1,12
Medio_bajo,Si_siniestro,372174,20,726.15,0,0,1,1,0,0,1,3,3,3,2,1,2,1,12
Medio_bajo,No_siniestro,419425,8,2667.04,0,0,0,2,3,2,1,8,3,4,1,1,3,0,12
Medio_bajo,No_siniestro,640069,12,1045.3,0,0,0,0,0,0,0,0,3,2,2,2,3,0,12
Medio_bajo,Si_siniestro,667086,104,1608.33,0,3,2,2,2,1,1,11,4,4,2,1,1,0,12
Medio_bajo,Si_siniestro,750225,13,4073.19,0,1,1,1,0,1,0,4,2,2,2,2,2,2,12
Medio_bajo,Si_siniestro,757922,11,2090.97,0,3,2,1,0,1,1,8,4,3,3,2,0,0,12
Medio_bajo,No_siniestro,281140,42,59.8,0,0,0,0,0,0,0,0,2,2,2,2,2,2,12
Medio_bajo,No_siniestro,571818,36,322.8,0,0,0,0,0,0,0,0,2,2,2,2,2,2,12
Medio_bajo,No_siniestro,630061,31,1413.68,0,0,0,0,0,0,0,0,12,0,0,0,0,0,12
Medio_bajo,No_siniestro,635501,93,0,0,0,0,0,0,0,4,4,2,2,2,2,2,2,12
Medio_alto,No_siniestro,288116,131,1719.72,0,0,0,0,0,0,0,0,2,2,2,2,2,2,12
Medio_alto,No_siniestro,412431,93,668.64,0,0,0,0,0,0,0,0,2,2,2,2,2,2,12
Medio_alto,No_siniestro,699125,19,4052.63,0,0,0,0,0,0,0,0,2,2,2,2,2,2,12
Medio,No_siniestro,570107,8,8608.53,0,0,0,0,0,0,0,0,0,0,3,3,3,3,12
Medio,No_siniestro,116654,47,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,12
Bajo,No_siniestro,6484,84,1677.55,0,0,0,0,1,0,1,2,2,2,2,2,2,2,12
Bajo,No_siniestro,72658,9,211.74,0,0,0,0,0,0,0,0,2,2,2,2,2,2,12
Bajo,Si_siniestro,74218,59,1314.5,0,2,2,2,2,2,2,12,2,2,2,2,2,2,12
Bajo,No_siniestro,97751,26,559.68,0,0,0,0,0,0,1,1,2,2,2,2,2,2,12
Bajo,No_siniestro,151129,17,662.94,0,0,0,0,0,0,0,0,5,4,2,1,0,0,12
Bajo,No_siniestro,185624,16,625.48,0,0,0,0,0,0,0,0,2,2,2,2,2,2,12
Bajo,Si_siniestro,277436,11,327.87,0,1,1,0,1,1,2,6,3,2,1,2,2,2,12
Bajo,No_siniestro,398023,62,272.6,0,0,0,0,0,0,0,0,2,2,2,2,2,2,12
Bajo,Si_siniestro,497049,27,4141.07,0,3,2,1,0,1,1,8,6,4,2,0,0,0,12
Bajo,Si_siniestro,511939,9,892.6,0,1,2,2,1,0,1,7,4,3,2,1,1,1,12
Bajo,Si_siniestro,517037,10,358.48,0,2,2,2,2,1,1,10,2,3,3,2,1,1,12
Bajo,Si_siniestro,572963,34,780.32,0,0,3,2,1,2,1,9,2,3,2,1,2,2,12
Bajo,No_siniestro,583061,127,59.45,0,0,0,0,0,0,0,0,0,1,1,3,3,4,12
Bajo,No_siniestro,620185,34,192.96,0,0,0,0,0,0,0,0,2,2,2,2,2,2,12
Bajo,No_siniestro,654348,47,1211.48,0,0,0,0,0,0,0,0,2,2,2,2,2,2,12
Bajo,No_siniestro,779003,26,1071.89,0,1,0,2,1,1,1,6,3,2,2,2,2,1,12
Bajo,No_siniestro,109515,10,893.36,0,2,1,2,1,3,2,11,3,2,2,1,2,2,12
Bajo,No_siniestro,380714,6,727.7,0,5,4,3,2,1,0,15,4,3,2,2,1,0,12
Bajo,No_siniestro,480706,97,139.19,0,5,4,3,2,1,0,15,2,2,2,2,2,2,12
Bajo,No_siniestro,768749,94,0,0,0,0,0,0,0,0,0,4,3,3,2,0,0,12
Medio_bajo,No_siniestro,7988,118,2494,0,0,0,0,0,1,1,2,0,0,0,0,6,5,11
Medio_bajo,Si_siniestro,39076,49,4197.23,0,0,0,0,0,1,1,2,2,2,2,2,2,1,11
Medio_bajo,Si_siniestro,260999,23,881.84,0,1,2,1,1,1,1,7,1,3,2,2,2,1,11
Medio_bajo,Si_siniestro,288085,37,3586.14,0,3,2,2,1,0,2,10,3,2,2,1,1,2,11
Medio_bajo,Si_siniestro,315829,10,5295.23,0,3,2,1,0,0,1,7,7,3,1,0,0,0,11
Medio_bajo,No_siniestro,769022,70,876.73,0,0,1,1,1,1,1,5,4,3,3,1,0,0,11
Medio_bajo,No_siniestro,7646,35,700.43,0,0,0,0,0,0,1,1,1,2,3,2,2,1,11
Medio_bajo,No_siniestro,75434,14,1009.03,0,2,2,3,3,2,2,14,2,2,2,2,1,2,11
Medio_bajo,No_siniestro,276427,1,9556.27,0,0,0,0,0,0,0,0,0,0,0,0,7,4,11
Medio_bajo,No_siniestro,552428,125,5439.27,0,1,0,0,2,1,0,4,2,4,4,1,0,0,11
Bajo,Si_siniestro,23122,19,3387.17,0,2,1,0,0,1,0,4,4,1,1,1,2,2,11
Bajo,Si_siniestro,52495,12,1281.94,0,3,2,2,2,1,1,11,2,2,2,3,1,1,11
Bajo,Si_siniestro,79176,16,522.02,0,3,3,3,2,2,1,14,4,3,2,1,1,0,11
Bajo,Si_siniestro,194268,19,484.59,0,2,2,1,0,0,1,6,4,3,2,1,0,1,11
Bajo,Si_siniestro,212523,52,5789.99,0,0,0,0,0,0,0,0,4,4,2,1,0,0,11
Bajo,No_siniestro,228066,16,576.6,0,1,1,1,1,1,1,6,2,2,2,2,1,2,11
Bajo,No_siniestro,277186,22,1544,0,0,1,0,0,1,1,3,0,0,0,4,5,2,11
Bajo,Si_siniestro,280076,61,3099.86,0,1,0,0,1,1,0,3,2,2,2,2,2,1,11
Bajo,Si_siniestro,372024,11,2054.87,0,2,1,1,0,0,0,4,4,1,3,1,1,1,11
Bajo,No_siniestro,432602,30,3.38,0,0,0,1,2,1,2,6,0,0,4,3,2,2,11
Bajo,Si_siniestro,562367,10,4046.28,0,1,1,1,1,1,0,5,5,3,1,1,0,1,11
Bajo,Si_siniestro,627359,25,898.02,0,3,2,1,0,1,0,7,7,1,1,1,0,1,11
Bajo,No_siniestro,756122,9,953.06,0,0,0,0,0,0,0,0,5,3,3,0,0,0,11
Bajo,No_siniestro,154241,8,264.31,0,0,0,2,1,2,1,6,2,1,5,2,1,0,11
Bajo,No_siniestro,295255,15,1239.9,0,0,0,0,0,0,0,0,3,3,1,1,1,2,11
Bajo,No_siniestro,465339,80,267.37,0,0,0,0,2,1,0,3,2,2,2,2,2,1,11
Bajo,No_siniestro,488225,35,165.56,0,1,0,1,2,2,2,8,2,2,3,2,1,1,11
Medio_bajo,Si_siniestro,44293,7,820.17,0,1,0,1,1,0,0,3,2,2,3,2,1,0,10
Medio_bajo,Si_siniestro,49642,7,2425.85,0,2,1,0,0,2,1,6,3,2,1,1,2,1,10
Medio_bajo,No_siniestro,76992,53,359.66,0,0,0,0,0,0,0,0,4,3,1,0,1,1,10
Medio_bajo,Si_siniestro,104292,22,2036.4,0,0,2,1,0,1,1,5,3,3,1,0,1,2,10
Medio_bajo,No_siniestro,156162,37,2767.85,0,0,0,0,0,1,0,1,1,1,1,2,3,2,10
Medio_bajo,No_siniestro,261601,7,1586.06,0,1,1,1,1,1,1,6,0,3,2,2,2,1,10
Medio_bajo,No_siniestro,398774,56,11606.69,0,0,0,0,0,0,0,0,5,5,0,0,0,0,10
Medio_bajo,Si_siniestro,683613,18,528.48,0,1,1,1,1,0,0,4,3,3,1,1,1,1,10
Medio_bajo,Si_siniestro,723072,54,2062.96,0,0,2,1,1,1,1,6,5,2,2,1,0,0,10
Medio_bajo,No_siniestro,143122,14,10334.6,0,2,3,2,2,1,2,12,3,3,1,2,0,1,10
Medio_bajo,No_siniestro,476042,0,1167.63,0,0,0,0,0,0,0,0,1,3,3,2,1,0,10
Bajo,No_siniestro,9052,7,743.21,0,1,1,0,0,0,0,2,2,2,2,2,2,0,10
Bajo,Si_siniestro,189651,26,540.99,0,3,2,2,1,1,1,10,3,2,2,1,1,1,10
Bajo,Si_siniestro,193563,25,1165.53,0,2,2,2,1,0,0,7,3,2,2,2,1,0,10
Bajo,Si_siniestro,201609,56,2409.08,0,3,2,1,1,1,0,8,4,2,2,2,0,0,10
Bajo,Si_siniestro,217459,11,1188.46,0,2,2,1,1,0,0,6,2,3,3,2,0,0,10
Bajo,Si_siniestro,249676,8,1146.41,0,2,2,1,1,0,0,6,5,3,1,1,0,0,10
Bajo,Si_siniestro,311419,6,993.34,0,2,1,1,1,0,0,5,2,2,2,2,1,1,10
Bajo,No_siniestro,404982,6,520.32,0,0,4,3,2,1,0,10,4,3,2,1,0,0,10
Bajo,Si_siniestro,446039,15,2383,0,3,2,2,1,1,0,9,3,3,3,1,0,0,10
Bajo,No_siniestro,497055,88,1060.94,0,1,2,2,1,1,1,8,3,2,1,1,2,1,10
Bajo,No_siniestro,550802,67,1828.94,0,1,1,0,1,0,0,3,2,1,1,0,1,5,10
Bajo,Si_siniestro,603430,40,425.22,0,1,0,0,2,2,1,6,2,0,3,3,1,1,10
Bajo,Si_siniestro,630441,23,407.79,0,1,1,0,1,0,2,5,3,2,1,1,1,2,10
Bajo,Si_siniestro,648891,11,763.13,0,1,0,1,1,1,0,4,6,1,1,1,1,0,10
Bajo,No_siniestro,665081,6,1029.98,0,0,0,0,0,0,0,0,3,3,2,1,1,0,10
Bajo,No_siniestro,313353,10,886.07,0,5,4,3,2,1,0,15,2,2,3,2,1,0,10
Bajo,No_siniestro,374980,42,938.2,0,0,0,0,0,0,0,0,2,0,0,0,0,8,10
Medio_bajo,Si_siniestro,11356,49,3071.23,0,1,1,1,0,0,0,3,2,2,2,2,1,0,9
Medio_bajo,Si_siniestro,92973,12,940.81,0,2,1,2,1,0,0,6,3,1,2,1,1,1,9
Medio_bajo,No_siniestro,160557,66,10723.82,0,0,0,1,0,1,0,2,3,2,2,0,0,2,9
Medio_bajo,No_siniestro,170675,18,64.94,0,0,2,1,0,0,2,5,2,1,2,2,2,0,9
Medio_bajo,Si_siniestro,346194,107,4468.03,0,0,2,1,1,1,1,6,5,2,1,1,0,0,9
Medio_bajo,No_siniestro,390095,24,593.71,0,0,0,1,0,2,1,4,1,1,2,1,3,1,9
Medio_bajo,Si_siniestro,555560,40,2910.75,0,1,0,0,0,0,0,1,2,2,2,2,1,0,9
Medio_bajo,No_siniestro,587266,32,7503.36,0,0,7,7,7,7,7,35,1,3,2,1,1,1,9
Medio_bajo,No_siniestro,606967,89,768.56,0,0,0,0,0,0,0,0,1,2,2,2,1,1,9
Medio_bajo,No_siniestro,674804,9,6155.05,0,1,0,0,0,0,0,1,4,4,1,0,0,0,9
Medio_bajo,No_siniestro,682374,11,4177.88,0,0,0,0,1,1,1,3,0,0,1,3,3,2,9
Medio_bajo,No_siniestro,692423,7,381.56,0,0,0,0,0,0,0,0,2,2,1,2,1,1,9
Medio_bajo,No_siniestro,693401,21,988.28,0,0,0,1,0,0,0,1,2,2,2,1,1,1,9
Medio_bajo,No_siniestro,699812,61,6959.16,0,3,3,2,0,0,0,8,1,1,1,2,2,2,9
Medio_bajo,Si_siniestro,761284,6,939.19,0,2,7,7,7,7,7,37,2,2,2,1,1,1,9
Medio_bajo,No_siniestro,771805,86,550.99,0,0,0,0,0,0,2,2,1,1,1,2,2,2,9
Medio_bajo,No_siniestro,425583,98,3636.77,0,1,0,1,0,1,0,3,0,1,2,2,2,2,9
Medio_bajo,No_siniestro,493241,1,992.74,0,0,0,0,0,0,0,0,4,2,2,1,0,0,9
Medio_bajo,No_siniestro,610220,42,1508.06,0,4,4,3,0,0,0,11,4,0,5,0,0,0,9
Medio_bajo,No_siniestro,644660,42,20331.3,0,0,0,0,0,0,0,0,3,3,0,1,1,1,9
Medio_alto,No_siniestro,339881,13,6590.95,67160.53,0,0,3,2,1,0,6,0,2,5,2,0,0,9
Medio,No_siniestro,644366,7,835.45,0,1,0,0,0,0,0,1,3,2,0,0,1,3,9
Bajo,Si_siniestro,211992,6,1876.81,0,3,2,1,0,0,0,6,5,3,1,0,0,0,9
Bajo,No_siniestro,278478,184,1526.24,0,0,0,0,0,0,0,0,1,1,1,2,3,1,9
Bajo,Si_siniestro,303466,9,2449.54,0,1,0,0,0,0,0,1,2,1,3,1,1,1,9
Bajo,No_siniestro,312317,13,4188.91,0,0,2,1,1,1,0,5,0,2,2,2,2,1,9
Bajo,No_siniestro,407525,89,584.21,0,0,0,0,0,0,0,0,2,2,2,1,1,1,9
Bajo,Si_siniestro,432444,11,263.33,0,1,0,1,1,2,1,6,1,2,1,2,2,1,9
Bajo,Si_siniestro,444101,13,625,0,3,2,1,1,1,1,9,3,2,1,1,1,1,9
Bajo,Si_siniestro,469697,81,641.6,0,2,1,0,1,0,2,6,1,1,1,1,3,2,9
Bajo,No_siniestro,530084,7,1386.26,0,1,0,0,0,0,0,1,1,2,2,1,2,1,9
Bajo,No_siniestro,617071,26,963.54,0,0,0,0,0,0,0,0,1,1,2,2,2,1,9
Bajo,Si_siniestro,627958,6,1456.07,0,1,1,0,0,0,0,2,3,2,1,1,1,1,9
Bajo,Si_siniestro,638737,6,2842.58,0,1,0,0,0,0,0,1,5,1,1,1,1,0,9
Bajo,No_siniestro,105721,20,256.08,0,1,1,1,1,1,2,7,2,1,1,1,2,2,9
Bajo,No_siniestro,240380,42,0,0,0,1,0,0,1,3,5,1,2,1,1,1,3,9
Bajo,No_siniestro,758112,31,1315.95,0,1,0,0,0,0,0,1,2,1,1,1,2,2,9
Medio_bajo,Si_siniestro,42013,21,6400.63,42310.41,0,1,0,1,1,1,4,1,0,0,2,1,4,8
Medio_bajo,No_siniestro,45343,39,3179.53,10876.27,0,7,7,6,5,4,29,1,1,1,2,2,1,8
Medio_bajo,No_siniestro,58566,18,5141.85,0,0,0,0,0,1,1,2,2,4,0,1,1,0,8
Medio_bajo,No_siniestro,110056,31,1019.65,0,0,0,0,0,0,0,0,1,1,2,2,1,1,8
Medio_bajo,No_siniestro,216711,6,1556.44,0,0,0,0,0,0,0,0,0,0,2,2,2,2,8
Medio_bajo,No_siniestro,232114,22,1501.01,0,0,0,0,0,0,0,0,2,2,2,1,1,0,8
Medio_bajo,No_siniestro,258786,58,2278.64,0,1,0,1,0,0,0,2,4,3,1,0,0,0,8
Medio_bajo,No_siniestro,405092,105,17975.35,64358.7,0,1,1,0,1,1,4,1,1,1,0,0,5,8
Medio_bajo,No_siniestro,474753,21,1972.8,0,0,0,0,0,0,0,0,2,2,2,2,0,0,8
Medio_bajo,Si_siniestro,485822,16,9816.51,0,3,2,1,0,1,0,7,3,3,2,0,0,0,8
Medio_bajo,Si_siniestro,559408,109,1173.54,0,2,1,0,0,0,0,3,3,1,1,1,1,1,8
Medio_bajo,Si_siniestro,593861,57,1780.59,0,0,0,2,1,0,0,3,1,2,2,1,1,1,8
Medio_bajo,No_siniestro,676283,46,175.62,0,0,0,0,0,0,0,0,3,3,1,1,0,0,8
Medio_bajo,Si_siniestro,677148,13,678.36,0,1,0,0,0,0,0,1,3,3,0,1,1,0,8
Medio_bajo,No_siniestro,684032,32,9016.68,0,0,0,0,0,0,0,0,2,2,1,1,1,1,8
Medio_bajo,No_siniestro,724781,140,4976.13,0,0,0,0,0,0,0,0,4,2,2,0,0,0,8
Medio_bajo,No_siniestro,742811,10,845.64,0,0,0,0,0,0,0,0,0,0,0,3,3,2,8
Medio_bajo,Si_siniestro,766002,34,6698.05,0,3,2,1,0,0,0,6,3,2,2,1,0,0,8
Medio_bajo,No_siniestro,446562,39,12938.5,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8
Medio_bajo,No_siniestro,595973,33,770.46,0,2,1,2,1,0,0,6,2,4,2,0,0,0,8
Medio_alto,No_siniestro,135158,156,40162.46,0,1,1,1,1,1,3,8,1,1,1,2,1,2,8
Medio,Si_siniestro,447391,8,1466.58,0,0,0,0,0,0,0,0,1,1,0,2,2,2,8
Medio,No_siniestro,641837,39,832.96,0,0,3,2,0,0,0,5,0,0,2,2,2,2,8
Medio,No_siniestro,444976,11,416.48,0,0,0,0,0,0,0,0,3,3,1,1,0,0,8
